status,play number,score,year,topic
12,1.1y,7.1,2016,2
,1.5y,7.1,2016,2
6,274.6w,7.1,2016,2
,3.9y,7,2016,2
,362.9w,7.1,2016,2
,8130.9w,7.3,2016,2
,4486.0w,8.6,2016,2
,864.4w,8.4,2016,2
,8270.7w,6.5,2016,2
,1447.6w,9.1,2016,2
12,598.7w,7,2016,2
,1152.9w,8.1,2016,2
,1187.1w,7.2,2016,2
38,8.6y,8.6,2015,2
56,5.2y,9.2,2015,2
34,2.3y,7,2015,2
34,3.7y,7.5,2015,2
72,2.7y,6.8,2015,2
33,17.1y,8.3,2015,2
41,9.6y,8.8,2015,2
36,1.0y,7.6,2015,2
11,4.4y,7,2015,2
60,4.4y,7.6,2015,2
10,7806.3w,8.7,2015,2
38,10.8y,7.4,2015,2
26,1.6y,8,2015,2
8,1.8y,7.3,2015,2
10,2211.3w,8.8,2015,2
10,4269.8w,8.4,2015,2
10,895.6w,9.1,2015,2
8,1946.3w,8.5,2015,2
12,3619.6w,7.2,2015,2
,314.7w,8.9,2015,2
10,572.4w,8.8,2015,2
10,1.2y,7.8,2015,2
6,1013.6w,7.6,2015,2
10,308.0w,9.1,2015,2
3,312.0w,8.1,2015,2
8,1047.3w,8.1,2015,2
2,9011.4w,7.1,2015,2
12,3713.3w,7.2,2015,2
5,568.7w,7.1,2015,2
10,2503.6w,7.1,2015,2
6,462.4w,8.6,2015,2
12,2226.9w,7.1,2015,2
,2216.5w,8.3,2015,2
12,7710.2w,7.1,2015,2
16,4385.4w,7.1,2015,2
,747.7w,9.1,2015,2
,402.9w,7.9,2015,2
,108.2w,7.6,2015,2
,366.3w,7.7,2015,2
,23.2w,8.7,2015,2
44,10.1y,8.4,2014,2
24,2.9y,8.5,2014,2
46,6.3y,7.9,2014,2
60,6.7y,8.8,2014,2
46,7.8y,8.9,2014,2
48,3.3y,9,2014,2
34,1.9y,8.5,2014,2
10,1.8y,9.5,2014,2
46,30.9y,8.4,2014,2
2,1.1y,7.3,2014,2
40,6.3y,7.2,2014,2
37,1.2y,,2014,2
8,2304.1w,9.3,2014,2
13,2702.3w,8.2,2014,2
10,1.2y,7.4,2014,2
10,1834.1w,8.8,2014,2
10,1980.3w,9,2014,2
8,1451.5w,9.1,2014,2
60,4.3y,7.4,2014,2
20,2670.8w,7.2,2014,2
10,2077.8w,8.5,2014,2
10,2565.9w,8.3,2014,2
7,1198.4w,8.8,2014,2
36,1314.8w,6.8,2014,2
4,227.1w,9.2,2014,2
10,285.1w,8.7,2014,2
6,270.4w,9.2,2014,2
12,220.4w,8.8,2014,2
,3509.4w,7.2,2014,2
,9160.0w,8.2,2014,2
4,740.3w,7.3,2014,2
10,445.7w,8.7,2014,2
12,1462.7w,,2014,2
10,1221.1w,,2014,2
3,592.4w,8.4,2014,2
8,91.7w,8.9,2014,2
10,173.5w,9.1,2014,2
12,2553.6w,7.2,2014,2
7,167.6w,8.5,2014,2
,281.0w,7.7,2014,2
1,77.2w,7.1,2014,2
,3608.0w,8,2014,2
,346.9w,7.5,2014,2
,48.6w,8.2,2014,2
,1600.7w,7.6,2014,2
,15.4w,9.1,2014,2
,352.2w,7.8,2014,2
,34.0w,8.4,2014,2
,566.8w,7.1,2014,2
,93.0w,7,2014,2
38,5.1y,9.1,2013,2
51,2.6y,9.4,2013,2
44,3.3y,8.5,2013,2
62,6.0y,8.5,2013,2
60,17.1y,6.8,2013,2
46,22.4y,8.3,2013,2
38,18.1y,8.1,2013,2
39,1.2y,7.5,2013,2
108,17.8y,6.6,2013,2
10,1.8y,9.5,2013,2
30,3.8y,7.9,2013,2
40,2.1y,8.6,2013,2
41,7882.5w,,2013,2
30,1.6y,7.6,2013,2
39,2054.9w,8,2013,2
5,902.6w,8.6,2013,2
100,1.8y,8,2013,2
10,3184.1w,9,2013,2
13,2827.9w,8.2,2013,2
10,3156.0w,8.6,2013,2
38,1.2y,8.7,2013,2
40,2.0y,6.5,2013,2
,1701.6w,8.1,2013,2
6,1313.2w,8.9,2013,2
10,259.8w,8.7,2013,2
,2226.7w,8.1,2013,2
10,356.9w,8.7,2013,2
24,4409.8w,7.3,2013,2
9,280.0w,9.1,2013,2
18,578.4w,8.6,2013,2
3,182.2w,8.2,2013,2
5,283.7w,8.4,2013,2
,1187.2w,8.7,2013,2
10,477.8w,8.4,2013,2
6,456.1w,8.4,2013,2
10,158.9w,9,2013,2
6,128.0w,8.1,2013,2
20,1.1y,7.3,2013,2
15,455.5w,8.2,2013,2
,844.6w,7.5,2013,2
,113.1w,7.7,2013,2
1,34.3w,7,2013,2
,213.4w,8.3,2013,2
,244.3w,7.3,2013,2
,24.8w,8.6,2013,2
,624.8w,7,2013,2
,133.2w,8.3,2013,2
24,14.7y,8.5,2012,2
56,24.1y,7.4,2012,2
31,4.4y,7.7,2012,2
33,4.4y,8.9,2012,2
32,6.1y,7.9,2012,2
40,2.0y,8.4,2012,2
10,2.1y,9.5,2012,2
43,9295.6w,6.7,2012,2
30,9905.3w,8.4,2012,2
10,3757.8w,8.8,2012,2
34,1.0y,,2012,2
42,1.4y,7.4,2012,2
30,1343.5w,,2012,2
10,1144.5w,8.6,2012,2
12,490.7w,9.3,2012,2
10,882.3w,9,2012,2
4,596.2w,8.9,2012,2
8,358.0w,8.7,2012,2
12,643.8w,8.7,2012,2
6,471.5w,9.1,2012,2
4,238.1w,9.1,2012,2
13,187.5w,8.6,2012,2
13,193.5w,8.5,2012,2
6,106.3w,8.6,2012,2
2,112.5w,8.5,2012,2
20,4338.8w,,2012,2
,11.2w,8.6,2012,2
,,7,2012,2
,1.7w,7.6,2012,2
86,17.3y,8.8,2011,2
36,2.0y,7.6,2011,2
35,5.5y,7.8,2011,2
72,15.1y,9.1,2011,2
46,2051.8w,7.5,2011,2
10,3.8y,9.5,2011,2
34,2.5y,8.7,2011,2
33,5413.5w,8.4,2011,2
37,1205.3w,7.4,2011,2
10,4811.6w,8.7,2011,2
12,484.6w,9.2,2011,2
8,476.2w,8.3,2011,2
1,157.3w,8.7,2011,2
12,749.0w,8.8,2011,2
13,191.5w,8.7,2011,2
,3.4w,7.8,2011,2
24,1854.6w,7.6,2021,3
61,5599.0w,7.7,2021,3
30,1309.3w,7.6,2021,3
34,1.8y,7.7,2021,3
40,2343.7w,7.6,2021,3
50,1053.0w,7.6,2021,3
12,766.1w,7.6,2021,3
60,3110.2w,7.6,2021,3
27,2.5y,7.6,2021,3
50,4958.4w,7.5,2021,3
50,250.4w,7.5,2021,3
50,550.6w,7.5,2021,3
50,4781.6w,7.6,2021,3
57,530.5w,7.5,2021,3
51,3250.5w,7.5,2021,3
36,1.2y,7.5,2021,3
50,743.2w,7.6,2021,3
24,5834.2w,7.5,2021,3
53,353.0w,7.5,2021,3
16,623.1w,7.5,2021,3
51,371.2w,7.5,2021,3
51,349.0w,7.5,2021,3
51,2315.5w,7.5,2021,3
50,556.2w,7.5,2021,3
52,646.8w,7.5,2021,3
60,1031.7w,7.5,2021,3
50,1483.5w,7.5,2021,3
32,629.6w,7.6,2021,3
55,1940.2w,7.5,2021,3
50,356.2w,7.5,2021,3
50,1033.7w,7.5,2021,3
50,207.4w,7.4,2021,3
50,746.7w,7.4,2021,3
50,268.7w,7.4,2021,3
50,777.2w,7.4,2021,3
132,3.3y,7.4,2021,3
50,428.2w,7.4,2021,3
14,4998.0w,7.5,2021,3
50,270.1w,7.4,2021,3
50,330.3w,7.4,2021,3
50,683.6w,7.4,2021,3
50,317.6w,7.4,2021,3
53,253.6w,7.4,2021,3
51,342.5w,7.4,2021,3
52,412.1w,7.4,2021,3
54,554.3w,7.4,2021,3
50,2833.6w,7.4,2021,3
50,625.6w,7.4,2021,3
50,135.9w,7.4,2021,3
50,218.2w,7.4,2021,3
50,159.6w,7.4,2021,3
50,191.7w,7.4,2021,3
50,317.0w,7.4,2021,3
21,99.5w,7.4,2021,3
50,170.2w,7.4,2021,3
60,61.2w,7.3,2021,3
51,277.2w,7.4,2021,3
50,106.1w,7.4,2021,3
50,89.5w,7.3,2021,3
50,421.9w,7.4,2021,3
15,41.4w,7.3,2021,3
50,96.9w,7.3,2021,3
50,342.3w,7.4,2021,3
50,194.3w,7.4,2021,3
50,2313.2w,7.4,2021,3
50,110.2w,7.4,2021,3
55,139.8w,7.4,2021,3
50,109.1w,7.4,2021,3
51,109.3w,7.3,2021,3
50,79.3w,7.3,2021,3
54,57.8w,7.3,2021,3
50,89.1w,7.3,2021,3
53,68.7w,7.4,2021,3
50,177.3w,7.4,2021,3
50,109.7w,7.4,2021,3
50,260.5w,7.4,2021,3
50,78.7w,7.3,2021,3
50,238.6w,7.5,2021,3
50,79.0w,7.4,2021,3
50,127.6w,7.4,2021,3
51,80.4w,7.4,2021,3
50,101.9w,7.4,2021,3
22,67.1w,7.4,2021,3
53,40.0w,7.3,2021,3
50,143.2w,7.3,2021,3
50,134.5w,7.3,2021,3
50,46.2w,7.3,2021,3
63,45.2w,7.3,2021,3
16,97.7w,7.3,2021,3
51,204.1w,7.4,2021,3
50,173.3w,7.3,2021,3
50,152.1w,7.3,2021,3
50,116.2w,7.3,2021,3
50,99.1w,7.4,2021,3
50,104.3w,7.4,2021,3
15,32.2w,7.3,2021,3
50,69.0w,7.3,2021,3
50,22.1w,7.3,2021,3
50,128.7w,7.3,2021,3
50,64.7w,7.3,2021,3
50,53.1w,7.3,2021,3
50,182.5w,7.3,2021,3
25,27.3w,7.3,2021,3
50,31.6w,7.3,2021,3
50,40.0w,7.3,2021,3
50,32.4w,7.3,2021,3
52,843.1w,7.3,2021,3
50,14.7w,7.2,2021,3
50,38.3w,7.3,2021,3
51,15.2w,7.3,2021,3
12,26.0w,7.3,2021,3
15,36.9w,7.2,2021,3
50,17.7w,7.2,2021,3
50,34.1w,7.2,2021,3
25,69.3w,7.2,2021,3
15,4.6w,7.2,2021,3
1,3083.9w,7.1,2021,3
17,5103,7.1,2021,3
12,33.0w,7.1,2021,3
10,3553,7.1,2021,3
50,2266.5w,7.6,2020,3
72,4.0y,7.6,2020,3
60,1632.1w,7.6,2020,3
16,7278.8w,7.4,2020,3
23,148.5w,7.4,2020,3
52,68.6w,7.4,2020,3
18,2360.6w,7.4,2020,3
28,66.0w,7.3,2020,3
62,2.2y,7.3,2020,3
24,7656.7w,7.3,2020,3
11,327.5w,7.4,2020,3
50,944.4w,7.3,2020,3
29,4617.2w,7.3,2020,3
12,1667.2w,7.3,2020,3
8,35.8w,7.3,2020,3
60,5095.9w,7.3,2020,3
53,148.5w,7.3,2020,3
25,20.7w,7.3,2020,3
50,10.5w,7.2,2020,3
10,2747.8w,7.2,2020,3
50,7.8w,7.2,2020,3
25,12.1w,7.2,2020,3
52,3.9y,7.5,2019,3
12,4162.7w,7.3,2019,3
12,6855.6w,9.7,2019,3
12,2118.9w,,2019,3
12,1659.3w,7.2,2019,3
14,452.4w,7.2,2019,3
12,1855.4w,7.2,2019,3
36,3013.9w,7.1,2019,3
19,2446.6w,7.2,2019,3
26,1355.8w,7.2,2019,3
26,2508.6w,7.1,2019,3
5,195.3w,7.1,2019,3
7,433.2w,7.1,2019,3
12,1144.3w,7.1,2019,3
20,3064.4w,8.2,2018,3
48,3009.8w,7.2,2018,3
10,2578.4w,7.2,2018,3
4,614.6w,,2018,3
26,7582.1w,7.2,2018,3
25,281.2w,7.1,2018,3
13,1016.0w,7.1,2018,3
12,322.8w,7.1,2018,3
18,382.0w,7.1,2018,3
6,245.5w,7.1,2018,3
10,396.9w,7.1,2018,3
17,400.1w,7.1,2018,3
12,197.5w,7,2018,3
6,78.0w,7,2018,3
4,166.1w,6.9,2018,3
9,769.0w,7.1,2015,3
45,50.3y,7.7,2021,4
32,7.4y,7.6,2021,4
45,3.5y,7.7,2021,4
61,7.1y,7.6,2021,4
24,26.6y,8.7,2020,4
30,12.6y,7.6,2020,4
48,31.1y,7.6,2020,4
,3589.7w,7.3,2020,4
58,32.3y,8.1,2019,4
56,23.0y,7.9,2019,4
41,15.6y,7.2,2019,4
72,12.6y,6.2,2019,4
78,136.3y,8.8,2018,4
36,34.7y,7.5,2018,4
30,40.4y,8.1,2018,4
21,11.1y,7.4,2018,4
39,1.9y,7.5,2018,4
32,6.3y,6.4,2018,4
36,7.9y,7.5,2018,4
28,4.5y,7.4,2018,4
36,3.6y,7.4,2018,4
,55.4y,8.8,2018,4
,1346.2w,7.2,2018,4
60,73.7y,8.4,2017,4
75,38.4y,8.3,2017,4
32,16.5y,8.1,2017,4
56,35.3y,7.6,2017,4
72,23.5y,6.5,2017,4
24,59.6y,7.9,2017,4
40,2.1y,7.9,2017,4
78,1.4y,6.3,2017,4
22,5.7y,6.4,2017,4
,6902.3w,7.3,2017,4
,6625.5w,7.2,2017,4
,838.6w,7.2,2017,4
,2948.6w,7.2,2017,4
54,86.7y,7.2,2016,4
40,16.4y,7.3,2016,4
8,2036.2w,8.4,2016,4
,864.3w,8.4,2016,4
,223.2w,7.4,2016,4
54,66.0y,9.6,2015,4
81,147.9y,7.7,2015,4
82,2.0y,7.3,2015,4
96,44.7y,7.4,2014,4
86,1.2y,7.3,2014,4
82,4.4y,7.2,2014,4
59,18.9y,8.3,2013,4
46,22.4y,8.3,2013,4
31,2841.0w,,2013,4
45,2.2y,8.2,2013,4
30,2.2y,8.8,2012,4
35,5.5y,7.8,2011,4
46,2051.3w,7.5,2011,4
33,1.1y,7.7,2021,5
34,1.4y,7.7,2021,5
49,5.2y,7.6,2021,5
43,1.5y,7.6,2021,5
32,1.0y,7.6,2021,5
36,2387.6w,7.5,2021,5
40,3973.3w,7.5,2021,5
47,5.3y,7.6,2020,5
40,2.4y,7.6,2020,5
30,9581.7w,7.5,2020,5
20,9872.6w,7.6,2020,5
43,5.2y,7.5,2020,5
40,4.6y,7.6,2019,5
50,8.4y,8.3,2019,5
38,2.8y,8.6,2019,5
40,8.0y,,2019,5
48,3.4y,7.5,2019,5
50,23.9y,7.1,2019,5
50,16.1y,8.2,2019,5
36,3.4y,7.3,2019,5
30,2.5y,7.5,2019,5
25,2.0y,7.5,2019,5
38,1.2y,7.5,2019,5
46,1.5y,,2019,5
43,3.9y,7.4,2019,5
28,4991.8w,,2019,5
15,6033.1w,7.4,2019,5
48,4995.3w,8.1,2019,5
10,4955.5w,7.9,2019,5
,468.5w,7.2,2019,5
39,3.9y,7.6,2018,5
40,13.8y,,2018,5
38,11.0y,,2018,5
45,33.7y,6.4,2018,5
39,9428.3w,7.6,2018,5
50,10.2y,7.7,2018,5
40,3.2y,8,2018,5
48,11.8y,7.5,2018,5
48,2.2y,7.5,2018,5
52,2.0y,8.4,2018,5
46,1.5y,6.3,2018,5
37,3.4y,7.4,2018,5
50,6393.9w,7.6,2018,5
50,5.8y,,2017,5
50,12.6y,6.7,2017,5
40,2.6y,7.6,2017,5
50,16.5y,,2017,5
28,6.3y,7.9,2017,5
40,9.7y,,2017,5
30,5.8y,7.5,2017,5
49,26.3y,7.1,2017,5
35,21.7y,6.6,2017,5
32,10.4y,7.6,2017,5
34,10.6y,7.5,2017,5
21,3.4y,7.5,2017,5
40,4.6y,,2017,5
42,5127.8w,7.5,2017,5
39,4.8y,,2017,5
46,5.5y,7.5,2017,5
38,5.0y,6.6,2017,5
38,5.4y,,2017,5
33,8.6y,,2017,5
32,4.9y,8.6,2017,5
42,2.1y,,2017,5
36,2.7y,,2017,5
44,11.0y,7.5,2017,5
41,4.5y,,2017,5
39,4.5y,,2017,5
21,1.8y,7.4,2017,5
46,4.9y,7.7,2017,5
40,6602.3w,7.4,2017,5
40,3.5y,,2017,5
29,2.8y,7.4,2017,5
40,12.3y,6.9,2016,5
42,4.7y,6.4,2016,5
45,20.5y,,2016,5
38,6.7y,7.1,2016,5
66,17.8y,8.4,2016,5
42,8208.0w,7.5,2016,5
35,3.9y,8.3,2016,5
43,27.2y,6.6,2016,5
52,3.3y,8.7,2016,5
40,5.3y,,2016,5
42,10.8y,6.8,2016,5
43,5.8y,6.8,2016,5
36,3.6y,8.2,2016,5
40,7.3y,,2016,5
51,2.0y,,2016,5
46,4.6y,,2016,5
36,1.2y,,2016,5
34,2.1y,7.4,2016,5
43,7.3y,7.2,2016,5
40,10.8y,7.4,2016,5
29,2.3y,6.6,2016,5
50,3.0y,,2016,5
36,1.4y,7.5,2016,5
44,5.4y,,2016,5
40,2.7y,,2016,5
43,8.0y,6.3,2016,5
40,4.1y,,2016,5
34,8330.1w,,2016,5
34,1.3y,7.5,2016,5
3,8911.6w,8.9,2016,5
39,7.7y,,2015,5
41,6.1y,,2015,5
38,7.8y,7,2015,5
33,13.2y,8.3,2015,5
38,5.5y,8.9,2015,5
46,5.8y,6.5,2015,5
40,9.5y,6.5,2015,5
36,5.4y,8.3,2015,5
46,7.6y,8.1,2015,5
47,9.6y,7.5,2015,5
40,12.7y,7,2015,5
34,2.3y,7,2015,5
46,1.0y,6.5,2015,5
42,8.8y,8.1,2015,5
34,5.9y,,2015,5
36,7.5y,6.5,2015,5
30,5.6y,6.3,2015,5
40,4.4y,6.7,2015,5
34,4.5y,6.5,2015,5
40,5.2y,,2015,5
43,3.8y,7.2,2015,5
45,5.2y,6.8,2015,5
40,6.4y,7.1,2015,5
35,1.4y,,2015,5
40,3.0y,7.9,2015,5
34,3.3y,6.3,2015,5
42,3.6y,7.5,2015,5
45,8.5y,6.8,2015,5
41,9.6y,8.8,2015,5
35,2.8y,7.5,2015,5
43,7.4y,7,2014,5
36,19.0y,8.2,2014,5
36,8.7y,7.5,2014,5
46,6.3y,7.9,2014,5
35,1.3y,,2014,5
36,2.7y,6.4,2014,5
40,3.2y,,2014,5
34,5.2y,,2014,5
39,4.3y,,2014,5
48,3.3y,9,2014,5
34,3.6y,7.5,2014,5
35,3.5y,,2014,5
28,2.5y,6.4,2014,5
37,2.9y,,2014,5
38,1.5y,,2014,5
38,4.2y,7.3,2014,5
40,4.2y,7.4,2014,5
36,1.6y,7.9,2014,5
37,5.1y,7.6,2014,5
46,3.4y,8.5,2014,5
38,3.1y,8.4,2014,5
30,1.6y,,2014,5
33,1.2y,8.3,2014,5
40,3.1y,,2014,5
32,2.3y,,2014,5
30,8627.0w,7.4,2014,5
36,1.2y,8.2,2014,5
45,4.0y,6.7,2014,5
35,9293.0w,,2014,5
35,1453.2w,7,2014,5
35,2435.9w,7.4,2014,5
40,3746.9w,8.7,2014,5
42,3632.6w,8.8,2014,5
30,2247.9w,,2014,5
36,683.2w,7.3,2014,5
,665.5w,7.2,2014,5
1,621.6w,8.1,2014,5
,2138.7w,8.2,2014,5
62,23.1y,,2013,5
43,9.8y,,2013,5
36,2.7y,,2013,5
46,5.3y,7.3,2013,5
36,3.5y,7,2013,5
30,3.7y,6.1,2013,5
33,1.6y,6.8,2013,5
35,4.4y,,2013,5
30,2.8y,8.1,2013,5
32,1.9y,6.1,2013,5
30,5095.8w,6.6,2013,5
30,2.4y,7.7,2013,5
43,3.0y,,2013,5
40,2.3y,7.8,2013,5
52,4.7y,7.5,2013,5
33,3822.4w,7.4,2013,5
35,2.3y,,2013,5
45,9421.8w,6.3,2013,5
43,3.3y,7.5,2013,5
41,2.0y,8.4,2013,5
40,8809.4w,,2013,5
30,7260.5w,,2013,5
40,3.8y,,2013,5
26,1.0y,,2013,5
34,1.9y,,2013,5
36,1.5y,,2013,5
33,2396.8w,,2013,5
36,1.1y,,2013,5
32,1009.5w,7.5,2013,5
36,3831.4w,7.5,2013,5
34,3.4y,,2012,5
41,1.4y,9,2012,5
40,3.2y,6.6,2012,5
30,1.2y,7.6,2012,5
32,2.3y,7.6,2012,5
32,1.2y,,2012,5
37,6081.8w,7.4,2012,5
43,8.9y,8.1,2012,5
33,4.4y,8.9,2012,5
40,2.0y,8.4,2012,5
32,1.1y,,2012,5
35,3.0y,8.3,2012,5
22,3023.9w,7.5,2012,5
32,2977.1w,7.5,2012,5
32,6331.8w,,2012,5
27,2.0y,,2012,5
31,9374.9w,7.5,2012,5
30,1.1y,7.5,2012,5
36,9204.1w,,2012,5
33,5297.8w,,2012,5
38,5009.4w,7.1,2012,5
38,1.7y,7.7,2012,5
31,2.7y,7.2,2012,5
30,5510.0w,,2012,5
26,4411.9w,6.9,2012,5
28,616.9w,7.4,2012,5
30,7856.9w,7.5,2012,5
40,7914.6w,7.2,2012,5
29,6276.6w,8.8,2012,5
29,9115.4w,,2012,5
28,2.2y,,2011,5
30,2348.7w,,2011,5
40,2773.7w,7.5,2011,5
30,1.1y,8.9,2011,5
30,5552.6w,8.5,2011,5
30,4727.8w,,2011,5
29,4452.2w,7.7,2011,5
32,1.3y,,2011,5
34,1.1y,7.8,2011,5
32,1.6y,,2011,5
38,4042.2w,,2011,5
35,6716.3w,6.3,2011,5
32,4442.8w,7.5,2011,5
50,2728.6w,7.5,2011,5
30,1.0y,,2011,5
29,8058.6w,,2011,5
32,5516.9w,8.3,2011,5
32,1.2y,7.5,2011,5
30,2.5y,,2011,5
24,2779.2w,,2011,5
33,5759.4w,8.1,2011,5
36,8682.5w,,2011,5
32,4097.8w,7.4,2011,5
36,5907.5w,,2011,5
32,657.5w,7.4,2011,5
30,7646.3w,7.8,2011,5
30,3465.4w,,2011,5
29,1401.0w,,2011,5
21,852.4w,7.3,2011,5
26,674.8w,7.3,2011,5
16,15.3y,7.7,2021,6
24,5.5y,7.6,2021,6
7,246.6w,7.5,2021,6
44,3.0y,7.5,2021,6
30,5.8y,7.5,2021,6
18,27.4y,9,2020,6
28,11.3y,8.3,2020,6
36,5.3y,7.5,2020,6
21,38.9y,8.5,2019,6
40,41.4y,7.7,2019,6
12,4162.7w,7.3,2019,6
12,91.5w,7.1,2019,6
,233.3w,7,2019,6
52,68.2y,8.2,2018,6
50,29.2y,7.8,2018,6
36,19.1y,8.2,2018,6
28,8.8y,7.5,2018,6
10,1.2y,9.2,2018,6
12,3.4y,7.3,2018,6
27,23.2y,7.9,2017,6
20,33.6y,7.4,2017,6
24,1.5y,7.5,2017,6
54,19.9y,6.6,2017,6
16,1.4y,8.1,2017,6
24,8521.4w,7.3,2017,6
1,4308.7w,7.9,2017,6
22,4527.4w,7.2,2017,6
,1556.9w,8.2,2017,6
21,59.8y,8.9,2016,6
17,5.2y,7.5,2016,6
10,1.7y,9.1,2016,6
24,4.0y,,2016,6
12,6947.2w,8,2016,6
24,1719.4w,7.6,2016,6
16,5.5y,7.2,2016,6
,4196.6w,7.2,2016,6
12,2.1y,7.2,2016,6
,152.4w,7.9,2016,6
60,4.4y,7.6,2015,6
4,518.8w,8,2015,6
12,775.5w,7.1,2015,6
,209.9w,6.4,2015,6
,443.6w,7.8,2015,6
,67.2w,8.7,2015,6
37,2.9y,,2014,6
34,2.1y,6.4,2014,6
22,9876.5w,8.1,2014,6
10,1.2y,7.4,2014,6
3,3664.7w,,2014,6
,974.0w,8.2,2014,6
,297.8w,7.9,2014,6
,1422.3w,8.7,2014,6
,663.4w,8.7,2014,6
,591.1w,8.4,2014,6
,1353.5w,8.3,2014,6
,690.9w,8.5,2014,6
,386.6w,8.3,2014,6
,864.3w,8.1,2014,6
,290.0w,8.1,2014,6
,4.8w,8.6,2014,6
,43.5w,7.4,2014,6
,96.8w,7,2014,6
,19.2w,7.7,2014,6
,6.2w,7.5,2014,6
100,1.8y,8,2013,6
,718.9w,8.6,2013,6
,369.0w,8.4,2013,6
,65.2w,7.7,2013,6
,63.4w,8.6,2013,6
,139.4w,8.2,2013,6
,22.3w,7.1,2013,6
23,1.1y,8.5,2012,6
36,2.5y,,2012,6
,107.9w,7.3,2012,6
,22.7w,8.6,2012,6
,1.5w,7.4,2012,6
60,2495.4w,7.7,2011,6
48,2.7y,7.4,2011,6
22,1.0y,8.8,2011,6
29,2493.0w,,2011,6
1,157.3w,8.7,2011,6
34,9.5y,7.9,2021,7
24,9.1y,7.9,2021,7
32,40.5y,7.7,2021,7
30,9.2y,7.8,2021,7
24,2.3y,7.8,2021,7
24,1839.5w,7.6,2021,7
30,7.8y,7.7,2021,7
49,32.9y,7.7,2021,7
49,33.8y,7.7,2021,7
30,1305.9w,7.6,2021,7
34,1.8y,7.7,2021,7
40,2338.5w,7.6,2021,7
32,7.4y,7.6,2021,7
31,14.8y,7.6,2021,7
28,14.5y,7.6,2021,7
40,15.1y,7.6,2021,7
22,1.2y,7.7,2021,7
40,17.6y,7.6,2021,7
50,1051.7w,7.6,2021,7
30,8.3y,7.6,2021,7
30,17.2y,7.6,2021,7
36,19.6y,7.6,2021,7
24,1.6y,7.7,2021,7
31,9.6y,7.6,2021,7
40,4.1y,7.6,2021,7
12,764.8w,7.6,2021,7
55,14.7y,7.6,2021,7
27,2.5y,7.6,2021,7
45,5.7y,7.5,2021,7
30,9.3y,8.3,2021,7
36,9.1y,7.6,2021,7
50,550.1w,7.5,2021,7
41,7.9y,7.6,2021,7
24,1.7y,7.5,2021,7
42,1.3y,7.5,2021,7
33,3237.4w,7.5,2021,7
36,1.2y,7.5,2021,7
42,2.8y,7.5,2021,7
40,5.7y,7.5,2021,7
24,5833.9w,7.5,2021,7
52,646.4w,7.5,2021,7
36,4.5y,7.5,2021,7
12,4874.6w,7.5,2021,7
30,6911.3w,7.5,2021,7
47,4.7y,7.5,2021,7
38,2.1y,7.5,2021,7
29,3.4y,7.5,2021,7
46,3102.9w,7.4,2021,7
40,5923.7w,7.5,2021,7
50,330.1w,7.4,2021,7
24,1.2y,7.4,2021,7
40,1.1y,7.4,2021,7
46,1.7y,7.4,2021,7
,1186.8w,7.2,2021,7
12,38.6w,7.2,2021,7
24,23.7y,7.6,2020,7
43,76.0y,8.9,2020,7
24,26.6y,8.7,2020,7
30,12.6y,7.6,2020,7
56,84.6y,7.9,2020,7
36,6.6y,7.2,2020,7
36,26.0y,9.1,2020,7
51,31.2y,7.6,2020,7
53,35.8y,7.6,2020,7
24,5.1y,8.4,2020,7
40,6.5y,8.5,2020,7
56,21.1y,7.6,2020,7
48,31.1y,7.6,2020,7
40,10.8y,7.5,2020,7
32,6.4y,7.6,2020,7
31,10.3y,7.6,2020,7
34,10.7y,7.6,2020,7
26,4.4y,7.6,2020,7
49,12.0y,7.5,2020,7
44,14.0y,6.7,2020,7
40,1.3y,7.5,2020,7
43,7.1y,7.6,2020,7
60,9.6y,7.6,2020,7
24,4.9y,7.5,2020,7
34,15.4y,7.5,2020,7
24,4.9y,7.5,2020,7
48,10.4y,7.5,2020,7
35,10.3y,7.5,2020,7
24,4.3y,7.6,2020,7
27,7.4y,7.6,2020,7
50,99.2y,9.1,2019,7
41,83.4y,8.2,2019,7
24,31.3y,8.9,2019,7
40,14.7y,7.5,2019,7
40,9.8y,7.9,2019,7
58,32.3y,8.1,2019,7
43,22.3y,7.1,2019,7
56,24.3y,7.1,2019,7
32,20.1y,8,2019,7
28,14.6y,8.3,2019,7
36,20.9y,8,2019,7
39,12.0y,7.5,2019,7
47,15.4y,,2019,7
57,28.4y,7.6,2019,7
24,7.2y,7.4,2019,7
44,,,2019,7
45,12.0y,7.4,2019,7
35,17.9y,8.5,2019,7
58,12.9y,6.6,2019,7
50,25.5y,6.8,2019,7
38,6.9y,7.7,2019,7
65,14.2y,7.5,2019,7
51,45.8y,7.6,2019,7
52,10.9y,8.1,2019,7
48,22.3y,7.1,2019,7
36,4.4y,,2019,7
32,9.5y,7.3,2019,7
45,8.2y,8.4,2019,7
30,4.8y,7.5,2019,7
26,6.0y,7.5,2019,7
66,153.4y,7.2,2018,7
63,87.6y,8.8,2018,7
45,,,2018,7
30,18.9y,7.9,2018,7
25,32.6y,8.4,2018,7
40,11.1y,8.1,2018,7
50,31.8y,8,2018,7
21,24.5y,7.5,2018,7
47,23.9y,8.1,2018,7
55,71.4y,8,2018,7
48,44.0y,7.3,2018,7
50,60.7y,7.6,2018,7
49,46.6y,7.4,2018,7
43,41.8y,6.6,2018,7
